record,split,rate_hz,protocol,model,horizon,divergence_seconds,n_diverged_windows,correction_force_finite,correction_force_aggregate_rms,correction_force_rms_X1,correction_force_max_X1,correction_force_rms_X2,correction_force_max_X2,correction_force_rms_Y,correction_force_max_Y,applied_force_finite,applied_force_aggregate_rms,applied_force_rms_X1,applied_force_max_X1,applied_force_rms_X2,applied_force_max_X2,applied_force_rms_Y,applied_force_max_Y
V3_ysweep_Yp10,V,4000,corate,fp,full,,,True,88.25035824726707,30.094471909813766,105.35042189862278,33.881016565162525,120.35451341479816,145.98211078516968,519.6443066447171,True,236.04737540661785,219.6807010306819,816.513267284749,232.3326091800984,789.3793555466992,254.78822307024745,898.3659979865548
V3_ysweep_Yp10,V,4000,corate,fp,windows,,0,True,87.5618390393751,29.61978302581103,105.35073974171304,33.35837594940165,120.38051762522156,144.95210993771204,519.5439705703359,True,235.08597853515582,219.82489411004434,816.5144140247323,231.86767206908513,789.3792801316549,252.40968779004152,901.7618956498193
V3_ysweep_Yp10,V,4000,controller20k_zoh,oracle,full,,,True,20.44802175670263,24.857395343402594,89.82689454209401,24.819822897285995,99.00588335711257,4.522285857494356,17.205586991038672,True,214.22592306959922,241.66481887922518,866.561526388538,244.84796680602548,859.2866114518417,139.01736154917182,454.4594816926224
V3_ysweep_Yp10,V,4000,controller20k_zoh,oracle,windows,,0,True,20.85313437181713,24.614368014171934,89.82689804620532,24.57129582734133,99.00339352556239,9.743918514405477,211.08150557230687,True,214.05024201738803,241.5310427422598,866.5656905037547,244.50874475858203,859.2866327946249,139.03505835409197,566.5611930723069
V3_ysweep_Yp10,V,4000,controller20k_zoh,fp,full,,,True,91.3236974367566,36.0662828021653,131.37024028385167,42.236533853023026,176.04345816013154,148.1058796722053,521.9724596663225,True,250.31292272390326,240.59539429554488,889.9477390628879,253.01196969086433,859.2427683315093,257.0378907567306,900.9613203492212
V3_ysweep_Yp10,V,4000,controller20k_zoh,fp,windows,,0,True,90.72003656224707,35.47827105349478,131.37055473217907,41.54831554473279,176.0220553246627,147.32754277465108,522.0962733278827,True,249.22138699839718,240.35223860920726,889.9498619223374,252.2337572645256,859.2427225417466,254.83883594141952,904.0953016370526
V3_ysweep_Yp10,V,2000,corate,oracle,full,,,True,4.962715089753607,6.043722456329375,21.722428178048954,6.039814476007328,25.026514337451083,0.9379142564631487,3.7492562979717805,True,194.4742385708142,215.94609165629632,768.8580710050953,220.0594664787898,764.5791691600273,135.65325323977578,439.8932400991666
V3_ysweep_Yp10,V,2000,corate,oracle,windows,,0,True,4.901854414735543,5.949850088474002,21.722331654405863,5.9514887483379955,25.02972578312228,1.1240977327969028,7.673492336796039,True,194.54898203684212,216.26392153771138,768.86717071944,220.08558484071241,764.5791067186622,135.4258868206768,440.5965444129211
V3_ysweep_Yp10,V,2000,corate,fp,full,,,True,99.90559027833264,39.463068855760696,137.0592651830226,43.13732680080966,148.84589704263124,162.86564444213477,577.2750718170712,True,244.71797811047756,218.03725669820048,787.4283858507162,233.60638473350255,811.1162963337865,278.4752738300231,979.2581599424698
V3_ysweep_Yp10,V,2000,corate,fp,windows,,0,True,98.87751435627565,38.66386407106803,137.05917071000806,42.27686738066511,151.78435812611667,161.3941158636154,573.7334241577443,True,243.45196915851676,218.12463386041674,787.4302661774796,232.9810886427198,811.0879921628772,275.5867201074654,974.2927817648415
V3_ysweep_Yp10,V,2000,controller20k_zoh,oracle,full,,,True,53.2155747762974,64.64914372640145,234.12879913944795,64.7205141034994,266.5720151236791,11.28873181260657,43.105366104055975,True,236.39375956648496,270.7452846373407,981.7688905434961,272.65237900579285,934.8450924814936,141.43443624188117,461.83562787049004
V3_ysweep_Yp10,V,2000,controller20k_zoh,oracle,windows,,0,True,54.056204391824444,63.86566441228886,234.13031599878678,63.87802106997999,266.72150763440663,24.63726918942503,345.4951098002689,True,235.97527788368336,269.9599078021686,981.7809780854129,271.7351589137072,934.8534607468879,142.59960345818422,613.953050556634
V3_ysweep_Yp10,V,2000,controller20k_zoh,fp,full,,,True,114.14173979113386,71.37191361155398,249.34091697275494,80.14421856521365,324.90078500878974,166.0360336361874,572.9199839683592,True,280.2682852047829,271.3487153970347,974.6292090415798,286.6483503449398,1006.3984511873092,282.5836742839047,971.9812350423505
V3_ysweep_Yp10,V,2000,controller20k_zoh,fp,windows,,0,True,113.38547679173683,70.21314537239661,248.38447640277673,78.67758868392646,324.8325016188388,165.67664379044595,572.9193761742558,True,278.6451619379568,270.4053799711279,974.6252205274686,285.0716369041824,1006.3503530055848,280.2578654199216,972.5014935653307
V3_ysweep_Yp10,V,1000,corate,oracle,full,0.397,,False,,,,,,,,False,,,,,,,
